2,0
3,0
4,1
5,1
6,0
7,0
8,3
9,1
10,0
11,4
12,1
13,1
14,2
15,0
16,5
17,3
18,4
19,0
20,3
21,1
22,2
23,6
24,1
25,3
26,6
27,0
28,3
29,3
30,0
31,0
32,11
33,5
34,0
35,4
36,1
37,7
38,6
39,4
40,1
41,3
42,0
43,10
44,3
45,7
46,8
47,12
48,3
49,1
50,6
51,0
52,1
53,13
54,0
55,2
56,3
57,3
58,4
59,10
60,7
61,1
62,6
63,2
64,17
65,9
66,0
67,8
68,9
69,1
70,0
71,4
72,3
73,5
74,8
75,0
76,9
77,11
78,12
79,2
80,3
81,7
82,0
83,12
84,1
85,1
86,10
87,0
88,7
89,3
90,0
91,0
92,3
93,5
94,6
95,18
96,1
97,1
98,18
99,0
100,1
101,3
102,4
103,10
104,7
105,3
106,0
107,4
108,9
109,19
110,16
111,10
112,5
113,11
114,0
115,2
116,13
117,7
118,4
119,4
120,1
121,9
122,4
123,8
124,7
125,3
126,4
127,4
128,33
129,15
130,8
131,6
132,1
133,5
134,16
135,0
136,1
137,25
138,14
139,2
140,19
141,3
142,2
143,12
144,7
145,3
146,6
147,0
148,3
149,9
150,4
151,10
152,3
153,5
154,2
155,4
156,1
157,1
158,34
159,0
160,3
161,3
162,6
163,10
164,9
165,7
166,10
167,10
168,3
169,15
170,12
171,36
172,5
173,13
174,0
175,0
176,17
177,3
178,4
179,22
180,1
181,1
182,6
183,16
184,1
185,11
186,4
187,0
188,9
189,5
190,0
191,36
192,1
193,13
194,16
195,0
196,7
197,3
198,4
199,8
200,25
201,1
202,12
203,12
204,3
205,1
206,6
207,4
208,3
209,3
210,0
211,0
212,7
213,19
214,8
215,12
216,9
217,5
218,18
219,4
220,5
221,21
222,0
223,16
224,3
225,1
226,22
227,20
228,39
229,5
230,16
231,0
232,1
233,33
234,0
235,8
236,9
237,9
238,6
239,6
240,1
241,13
242,16
243,10
244,1
245,3
246,0
247,10
248,21
249,7
250,2
251,4
252,1
253,5
254,6
255,0
256,57
257,29
258,4
259,4
260,3
261,1
262,0
263,22
264,19
265,3
266,6
267,10
268,3
269,3
270,8
271,0
272,3
273,15
274,0
275,10
276,3
277,15
278,18
279,0
280,9
281,21
282,0
283,20
284,25
285,1
286,4
287,4
288,7
289,3
290,6
291,4
292,3
293,51
294,0
295,12
296,3
297,3
298,34
299,4
300,1
301,23
302,10
303,6
304,1
305,13
306,4
307,0
308,33
309,3
310,0
311,10
312,25
313,3
314,12
315,10
316,13
317,3
318,36
319,16
320,7
321,9
322,2
323,30
324,1
325,3
326,40
327,0
328,3
329,41
330,0
331,0
332,33
333,25
334,4
335,12
336,11
337,13
338,16
339,0
340,15
341,3
342,30
343,10
344,9
345,5
346,2
347,34
348,3
349,19
350,16
351,0
352,19
353,13
354,4
355,0
356,11
357,19
358,18
359,4
360,1
361,15
362,30
363,10
364,5
365,5
366,16
367,2
368,23
369,3
370,2
371,24
372,1
373,5
374,6
375,4
376,1
377,15
378,20
379,0
380,13
381,1
382,22
383,56
384,3
385,1
386,48
387,0
388,43
389,25
390,6
391,12
392,9
393,15
394,0
395,4
396,13
397,13
398,18
399,0
400,7
401,25
402,16
403,16
404,3
405,1
406,2
407,4
408,3
409,9
410,74
411,0
412,1
413,45
414,0
415,0
416,9
417,13
418,4
419,26
420,1
421,1
422,12
423,10
424,7
425,9
426,4
427,0
428,33
429,1
430,0
431,22
432,1
433,5
434,12
435,4
436,7
437,19
438,10
439,0
440,3
441,15
442,0
443,12
444,1
445,55
446,12
447,4
448,3
449,13
450,12
451,10
452,31
453,5
454,0
455,6
456,9
457,3
458,18
459,4
460,5
461,9
462,4
463,10
464,11
465,1
466,16
467,4
468,33
469,7
470,6
471,0
472,7
473,55
474,0
475,32
476,3
477,13
478,4
479,12
480,7
481,11
482,6
483,10
484,1
485,21
486,4
487,8
488,33
489,1
490,16
491,28
492,1
493,5
494,16
495,10
496,1
497,33
498,4
499,2
500,29
501,25
502,6
503,12
504,3
505,1
506,32
507,10
508,19
509,21
510,0
511,2
512,105
513,51
514,8
515,12
516,1
517,3
518,22
519,10
520,1
521,3
522,4
523,12
524,3
525,3
526,2
527,24
528,3
529,71
530,12
531,0
532,1
533,13
534,6
535,2
536,57
537,5
538,16
539,4
540,3
541,7
542,6
543,40
544,1
545,11
546,0
547,2
548,43
549,3
550,10
551,4
552,37
553,55
554,16
555,0
556,11
557,13
558,12
559,0
560,3
561,3
562,0
563,16
564,13
565,1
566,18
567,4
568,3
569,3
570,6
571,8
572,55
573,15
574,12
575,4
576,1
577,3
578,40
579,16
580,7
581,23
582,6
583,16
584,3
585,7
586,0
587,22
588,7
589,3
590,6
591,4
592,15
593,13
594,0
595,10
596,27
597,3
598,4
599,74
600,9
601,3
602,6
603,50
604,7
605,33
606,4
607,0
608,15
609,7
610,4
611,12
612,1
613,13
614,6
615,0
616,1
617,11
618,38
619,0
620,13
621,25
622,12
623,12
624,45
625,7
626,10
627,4
628,15
629,3
630,0
631,26
632,3
633,13
634,8
635,10
636,67
637,7
638,60
639,0
640,1
641,25
642,0
643,80
644,33
645,7
646,0
647,20
648,39
649,1
650,18
651,0
652,1
653,31
654,0
655,22
656,13
657,5
658,4
659,12
660,1
661,21
662,34
663,10
664,5
665,3
666,2
667,26
668,43
669,7
670,8
671,6
672,7
673,5
674,6
675,4
676,15
677,69
678,4
679,4
680,51
681,1
682,4
683,118
684,1
685,1
686,18
687,0
688,25
689,21
690,4
691,0
692,3
693,15
694,80
695,4
696,3
697,15
698,54
699,36
700,5
701,3
702,4
703,12
704,25
705,1
706,6
707,16
708,9
709,39
710,30
711,20
712,5
713,21
714,0
715,16
716,9
717,7
718,34
719,4
720,1
721,11
722,42
723,20
724,1
725,37
726,0
727,0
728,33
729,19
730,2
731,4
732,25
733,5
734,10
735,20
736,5
737,3
738,6
739,8
740,33
741,3
742,0
743,30
744,1
745,1
746,16
747,0
748,19
749,9
750,0
751,8
752,7
753,31
754,6
755,4
756,1
757,25
758,18
759,10
760,33
761,19
762,0
763,26
764,3
765,3
766,0
767,116
768,9
769,5
770,48
771,24
772,1
773,13
774,70
775,0
776,13
777,7
778,4
779,6
780,1
781,19
782,6
783,10
784,1
785,3
786,0
787,6
788,57
789,3
790,2
791,54
792,1
793,5
794,8
795,4
796,9
797,9
798,18
799,2
800,33
801,3
802,10
803,12
804,1
805,7
806,6
807,30
808,33
809,23
810,0
811,0
812,3
813,15
814,2
815,10
816,25
817,7
818,48
819,0
820,3
821,3
822,12
823,16
824,17
825,35
826,36
827,12
828,33
829,17
830,32
831,60
832,1
833,51
834,0
835,0
836,3
837,7
838,6
839,30
840,25
841,3
842,36
843,32
844,71
845,3
846,16
847,0
848,63
849,1
850,2
851,32
852,3
853,105
854,6
855,6
856,3
857,15
858,12
859,10
860,7
861,7
862,2
863,22
864,9
865,57
866,12
867,0
868,3
869,19
870,4
871,0
872,13
873,5
874,0
875,12
876,7
877,11
878,84
879,16
880,1
881,3
882,16
883,20
884,33
885,5
886,16
887,6
888,15
889,23
890,12
891,10
892,1
893,103
894,0
895,2
896,11
897,3
898,4
899,4
900,49
901,71
902,48
903,6
904,7
905,17
906,4
907,16
908,21
909,7
910,6
911,4
912,1
913,25
914,34
915,12
916,5
917,13
918,4
919,4
920,3
921,7
922,14
923,56
924,1
925,5
926,12
927,28
928,19
929,3
930,6
931,0
932,13
933,5
934,0
935,52
936,1
937,1
938,12
939,0
940,1
941,33
942,4
943,30
944,33
945,3
946,36
947,28
948,3
949,15
950,10
951,0
952,3
953,93
954,0
955,4
956,47
957,7
958,4
959,10
960,3
961,37
962,30
963,46
964,7
965,9
966,0
967,2
968,51
969,5
970,10
971,4
972,3
973,5
974,12
975,0
976,1
977,89
978,34
979,8
980,3
981,5
982,40
983,12
984,13
985,3
986,114
987,0
988,7
989,3
990,0
991,10
992,3
993,45
994,0
995,92
996,11
997,1
998,76
999,0
