2,1,1
3,1,1
4,2,2
5,2,1
6,1,1
7,1,1
8,4,3
9,2,2
10,1,1
11,5,3
12,2,2
13,2,1
14,3,1
15,1,1
16,6,6
17,4,3
18,5,2
19,1,1
20,4,3
21,2,2
22,3,3
23,7,3
24,2,2
25,4,2
26,7,6
27,1,1
28,4,2
29,4,3
30,1,1
31,1,1
32,12,10
33,6,5
34,1,1
35,5,3
36,2,2
37,8,8
38,7,3
39,5,2
40,2,2
41,4,1
42,1,1
43,11,10
44,4,3
45,8,8
46,9,7
47,13,9
48,4,2
49,2,2
50,7,3
51,1,1
52,2,2
53,14,8
54,1,1
55,3,3
56,4,3
57,4,4
58,5,2
59,11,9
60,8,4
61,2,1
62,7,6
63,3,1
64,18,18
65,10,9
66,1,1
67,9,7
68,10,3
69,2,2
70,1,1
71,5,3
72,4,2
73,6,5
74,9,3
75,1,1
76,10,10
77,12,6
78,13,7
79,3,3
80,4,3
81,8,4
82,1,1
83,13,8
84,2,2
85,2,1
86,11,9
87,1,1
88,8,2
89,4,3
90,1,1
91,1,1
92,4,3
93,6,5
94,7,4
95,19,10
96,2,2
97,2,2
98,19,16
99,1,1
100,2,2
101,4,3
102,5,2
103,11,10
104,8,3
105,4,2
106,1,1
107,5,3
108,10,7
109,20,14
110,17,12
111,11,9
112,6,6
113,12,3
114,1,1
115,3,3
116,14,7
117,8,8
118,5,2
119,5,3
120,2,2
121,10,10
122,5,1
123,9,2
124,8,6
125,4,3
126,5,5
127,5,2
128,34,31
129,16,16
130,9,7
131,7,3
132,2,2
133,6,5
134,17,12
135,1,1
136,2,2
137,26,22
138,15,13
139,3,3
140,20,9
141,4,4
142,3,3
143,13,7
144,8,4
145,4,2
146,7,6
147,1,1
148,4,2
149,10,3
150,5,2
151,11,7
152,4,3
153,6,5
154,3,3
155,5,3
156,2,2
157,2,2
158,35,26
159,1,1
160,4,2
161,4,3
162,7,4
163,11,5
164,10,9
165,8,4
166,11,11
167,11,9
168,4,2
169,16,16
170,13,12
171,37,34
172,6,2
173,14,7
174,1,1
175,1,1
176,18,9
177,4,4
178,5,2
179,23,14
180,2,2
181,2,1
182,7,3
183,17,10
184,2,2
185,12,6
186,5,2
187,1,1
188,10,3
189,6,4
190,1,1
191,37,27
192,2,2
193,14,6
194,17,9
195,1,1
196,8,4
197,4,3
198,5,2
199,9,9
200,26,22
201,2,2
202,13,6
203,13,3
204,4,2
205,2,2
206,7,6
207,5,2
208,4,2
209,4,3
210,1,1
211,1,1
212,8,3
213,20,10
214,9,7
215,13,7
216,10,10
217,6,6
218,19,15
219,5,2
220,6,6
221,22,10
222,1,1
223,17,10
224,4,3
225,2,2
226,23,22
227,21,15
228,40,37
229,6,6
230,17,6
231,1,1
232,2,2
233,34,23
234,1,1
235,9,7
236,10,9
237,10,6
238,7,2
239,7,3
240,2,2
241,14,13
242,17,7
243,11,10
244,2,2
245,4,3
246,1,1
247,11,8
248,22,8
249,8,4
250,3,3
251,5,3
252,2,2
253,6,5
254,7,3
255,1,1
256,58,56
257,30,28
258,5,2
259,5,2
260,4,3
261,2,2
262,1,1
263,23,8
264,20,13
265,4,2
266,7,3
267,11,8
268,4,2
269,4,3
270,9,2
271,1,1
272,4,3
273,16,15
274,1,1
275,11,9
276,4,2
277,16,14
278,19,15
279,1,1
280,10,6
281,22,14
282,1,1
283,21,20
284,26,10
285,2,2
286,5,5
287,5,3
288,8,2
289,4,4
290,7,6
291,5,2
292,4,2
293,52,48
294,1,1
295,13,6
296,4,3
297,4,4
298,35,24
299,5,3
300,2,2
301,24,24
302,11,9
303,7,2
304,2,2
305,14,7
306,5,2
307,1,1
308,34,30
309,4,4
310,1,1
311,11,3
312,26,18
313,4,1
314,13,6
315,11,8
316,14,14
317,4,3
318,37,22
319,17,7
320,8,3
321,10,10
322,3,3
323,31,23
324,2,2
325,4,2
326,41,21
327,1,1
328,4,2
329,42,36
330,1,1
331,1,1
332,34,27
333,26,18
334,5,2
335,13,9
336,12,11
337,14,14
338,17,3
339,1,1
340,16,14
341,4,3
342,31,31
343,11,10
344,10,9
345,6,4
346,3,3
347,35,23
348,4,2
349,20,17
350,17,12
351,1,1
352,20,19
353,14,7
354,5,2
355,1,1
356,12,9
357,20,12
358,19,11
359,5,3
360,2,2
361,16,14
362,31,30
363,11,5
364,6,6
365,6,1
366,17,13
367,3,3
368,24,8
369,4,2
370,3,3
371,25,20
372,2,2
373,6,5
374,7,3
375,5,2
376,2,2
377,16,15
378,21,12
379,1,1
380,14,6
381,2,2
382,23,21
383,57,31
384,4,2
385,2,2
386,49,48
387,1,1
388,44,38
389,26,21
390,7,4
391,13,11
392,10,3
393,16,15
394,1,1
395,5,3
396,14,9
397,14,13
398,19,15
399,1,1
400,8,4
401,26,12
402,17,8
403,17,6
404,4,3
405,2,2
406,3,3
407,5,3
408,4,2
409,10,6
410,75,68
411,1,1
412,2,2
413,46,41
414,1,1
415,1,1
416,10,9
417,14,4
418,5,2
419,27,9
420,2,2
421,2,1
422,13,12
423,11,5
424,8,2
425,10,9
426,5,2
427,1,1
428,34,23
429,2,2
430,1,1
431,23,14
432,2,2
433,6,5
434,13,6
435,5,2
436,8,6
437,20,18
438,11,2
439,1,1
440,4,3
441,16,16
442,1,1
443,13,7
444,2,2
445,56,42
446,13,3
447,5,2
448,4,2
449,14,6
450,13,6
451,11,8
452,32,21
453,6,5
454,1,1
455,7,3
456,10,10
457,4,2
458,19,15
459,5,2
460,6,6
461,10,9
462,5,2
463,11,5
464,12,9
465,2,2
466,17,7
467,5,3
468,34,23
469,8,8
470,7,6
471,1,1
472,8,4
473,56,26
474,1,1
475,33,26
476,4,3
477,14,14
478,5,2
479,13,6
480,8,4
481,12,6
482,7,3
483,11,10
484,2,2
485,22,13
486,5,5
487,9,7
488,34,16
489,2,2
490,17,8
491,29,27
492,2,2
493,6,5
494,17,7
495,11,6
496,2,2
497,34,33
498,5,2
499,3,3
500,30,27
501,26,16
502,7,4
503,13,7
504,4,2
505,2,2
506,33,24
507,11,11
508,20,12
509,22,12
510,1,1
511,3,3
512,106,102
513,52,51
514,9,6
515,13,3
516,2,2
517,4,4
518,23,7
519,11,8
520,2,2
521,4,3
522,5,2
523,13,5
524,4,3
525,4,4
526,3,3
527,25,9
528,4,2
529,72,70
530,13,12
531,1,1
532,2,2
533,14,7
534,7,4
535,3,3
536,58,44
537,6,4
538,17,7
539,5,3
540,4,2
541,8,4
542,7,3
543,41,18
544,2,2
545,12,3
546,1,1
547,3,3
548,44,30
549,4,4
550,11,7
551,5,3
552,38,38
553,56,46
554,17,6
555,1,1
556,12,11
557,14,7
558,13,7
559,1,1
560,4,3
561,4,2
562,1,1
563,17,3
564,14,4
565,2,2
566,19,13
567,5,2
568,4,2
569,4,3
570,7,4
571,9,7
572,56,27
573,16,15
574,13,6
575,5,3
576,2,2
577,4,4
578,41,19
579,17,8
580,8,6
581,24,9
582,7,7
583,17,10
584,4,3
585,8,4
586,1,1
587,23,13
588,8,2
589,4,2
590,7,3
591,5,5
592,16,7
593,14,7
594,1,1
595,11,8
596,28,27
597,4,4
598,5,2
599,75,66
600,10,6
601,4,4
602,7,6
603,51,50
604,8,4
605,34,20
606,5,2
607,1,1
608,16,3
609,8,8
610,5,2
611,13,6
612,2,2
613,14,2
614,7,6
615,1,1
616,2,2
617,12,6
618,39,34
619,1,1
620,14,7
621,26,17
622,13,8
623,13,7
624,46,44
625,8,8
626,11,9
627,5,2
628,16,12
629,4,3
630,1,1
631,27,26
632,4,3
633,14,5
634,9,7
635,11,3
636,68,63
637,8,6
638,61,31
639,1,1
640,2,2
641,26,21
642,1,1
643,81,80
644,34,21
645,8,8
646,1,1
647,21,15
648,40,35
649,2,2
650,19,18
651,1,1
652,2,2
653,32,15
654,1,1
655,23,10
656,14,6
657,6,4
658,5,2
659,13,9
660,2,2
661,22,22
662,35,10
663,11,5
664,6,6
665,4,3
666,3,1
667,27,19
668,44,30
669,8,4
670,9,6
671,7,3
672,8,4
673,6,5
674,7,6
675,5,2
676,16,14
677,70,67
678,5,2
679,5,2
680,52,45
681,2,2
682,5,2
683,119,113
684,2,2
685,2,1
686,19,18
687,1,1
688,26,13
689,22,6
690,5,2
691,1,1
692,4,3
693,16,15
694,81,77
695,5,3
696,4,2
697,16,14
698,55,23
699,37,19
700,6,6
701,4,3
702,5,2
703,13,10
704,26,21
705,2,2
706,7,4
707,17,9
708,10,7
709,40,39
710,31,20
711,21,16
712,6,6
713,22,7
714,1,1
715,17,17
716,10,3
717,8,8
718,35,23
719,5,3
720,2,2
721,12,11
722,43,40
723,21,10
724,2,2
725,38,21
726,1,1
727,1,1
728,34,30
729,20,12
730,3,3
731,5,3
732,26,16
733,6,5
734,11,9
735,21,17
736,6,6
737,4,3
738,7,2
739,9,7
740,34,26
741,4,4
742,1,1
743,31,8
744,2,2
745,2,2
746,17,7
747,1,1
748,20,11
749,10,9
750,1,1
751,9,6
752,8,3
753,32,17
754,7,4
755,5,3
756,2,2
757,26,17
758,19,15
759,11,8
760,34,14
761,20,9
762,1,1
763,27,25
764,4,3
765,4,2
766,1,1
767,117,85
768,10,7
769,6,4
770,49,28
771,25,23
772,2,2
773,14,7
774,71,64
775,1,1
776,14,6
